id,title,image,description,language,categories,website,author,itunes_id
947,Sunridge Community Church,http://is1.mzstatic.com/image/thumb/Music71/v4/e0/b9/9b/e0b99b9a-6dce-b30e-35e9-ce01d9d80880/source/600x600bb.jpg,"Welcome to the weekly audio podcast for Sunridge Community Church in Temecula, CA. Our desire is that this podcast will help you understand and apply God's Word in your life. Visit us at http://sunridgechurch.org.",English,Christianity | Religion & Spirituality,https://sunridgechurch.org/sermons,Sunridge Community Church,534217967
948,We Are Unveiled Podcast,http://is5.mzstatic.com/image/thumb/Music128/v4/43/0b/6b/430b6bb1-1719-2362-269c-a41d4e35e3c2/source/600x600bb.jpg,"We Are Unveiled empowers women by creating a safe place to share authentic stories, unveil God's truth & connect through intentional investment & discipleship",English,Religion & Spirituality | Christianity,http://weareunveiled.podomatic.com,Monica Zuniga,1201027396
949,AM1700 Presents: The Sunday Nite Broadcast,http://is5.mzstatic.com/image/thumb/Music118/v4/5d/18/cf/5d18cffe-bdff-296f-6e86-0b349a006dfd/source/600x600bb.jpg,"From an old converted barbershop inside the area's largest all-nude strip club comes The Sunday Nite Broadcast with your hosts, Cre Fuller & Dennis Pearlman. Harkening back to the days of The DIck Cavett Show comes what is sure to be Ypsilanti's premiere variety show. Sit back, relax, and turn it up. Ypsilanti is about to get some variety.

The Sunday Nite Broadcast airs on the third Sunday of the month from 8PM to 9PM EST on AM1700, available at 1700 AM to the good people of Ypsilanti, Michigan and online at www.am1700radio.com for the rest of the free world.",English,Society & Culture,http://www.am1700radio.com/,AM1700,1261162549
950,Lost At Home Podcast,http://is3.mzstatic.com/image/thumb/Music62/v4/a4/ea/34/a4ea345d-d88a-ccce-7589-8ee5355b235e/source/600x600bb.jpg,"Welcome to the Lost at Home Podcast! Scott and Jer will take you to the deep, dark corners of the internet and media in hopes of getting a little less lost in this world! Join us as we talk about headlines, indie music and movies, strange stories from the internet and around the world, exclusive interviews, making up bad 80's movies, theoretical NBC sitcoms, and more! Take off your pants and stay a while!",English,Comedy,http://lostathomepodcast.com,Lost at Home Podcast Network,810247821
951,Les Boulangers Normands FB Normandie Caen,http://is5.mzstatic.com/image/thumb/Music128/v4/07/78/ea/0778ea13-5ab8-8b75-4e9c-5aa210cab0a3/source/600x600bb.jpg,Nos boulangers en Normandie,French,Government & Organizations,http://www.radiofrance.fr/,Radio France,1339722951
952,ClinicalAthlete Podcast,http://is4.mzstatic.com/image/thumb/Music118/v4/e2/58/bd/e258bdc8-b503-cbb6-d2c2-4ee64557a53c/source/600x600bb.jpg,"The ClinicalAthlete Podcast brings an evidence-based perspective to the realms of sports medicine, rehabilitation, and performance - with no idea or current trend beyond reproach. We enjoy the journey of truth seeking as it relates to the science of training, movement, injury, medicine, and the like. We will discuss, share, agree, disagree - all in an effort to better our practices and provide the best care for our athletes. ",English,Science & Medicine | Professional | Education | Sports & Recreation,http://www.clinicalathlete.com/clinical-athlete-podcast/,ClinicalAthlete,1253517238
953,Goodlife Buderim,http://is2.mzstatic.com/image/thumb/Music4/v4/3d/5b/9d/3d5b9dab-f44f-bd25-4b9b-cd5b2952088b/source/600x600bb.jpg,New podcast weblog,English,Religion & Spirituality | Christianity,http://goodlifebuderim.podbean.com,Goodlife | Church,858999941
954,Talking Cities with Matt Enstice,http://is2.mzstatic.com/image/thumb/Music62/v4/68/2c/50/682c5036-d4e8-ead1-81f7-0e9ddeb4111c/source/600x600bb.jpg,"Talking Cities is the place where we investigate cutting-edge innovations for cities in America and beyond, featuring people working to create vibrant, healthier, more sustainable communities. Hosted by Matt Enstice, president & CEO of the Buffalo Niagara Medical Campus, a not-for-profit furthering economic growth, igniting urban revitalization, and building a strong, thriving community.",English,Society & Culture | Business | Government & Organizations | Non-Profit,http://www.bnmc.org,Kari Bonaro,1163249431
955,Motivation | Inspiration| Success with Entrepreneur Coach Sam Crowley,http://is4.mzstatic.com/image/thumb/Music20/v4/3a/31/93/3a319364-05da-9b50-dfcb-284f72feb5be/source/600x600bb.jpg,"Sam Crowley delivers million dollar motivation, inspiration and success strategies for the entrepreneur, manager, business owner and sales person.<br />
Learn to overcome fear, failure and adversity by developing a new mindset.",English,Business | Self-Help | Health | Careers | Society & Culture,http://everydayissaturday.com,Sam Crowley,258740374
956,Instruction By Design,http://is2.mzstatic.com/image/thumb/Music122/v4/19/e4/c0/19e4c082-fbaa-84ba-95bd-1ff1d69380f3/source/600x600bb.jpg,"Instruction by Design, your podcast to the art of teaching, is a conversation between the instructional designers from Academic Innovation (Steven Crawford, Jinnette Senecal, Celia Coochwytewa, and Aaron Kraft) about various topics on course design, pedagogy, and educational technology. Our goal for the podcast is to explore ideas for new practices and tools for implementation in your courses.  

The podcast is produced by Arizona State University's College of Nursing & Health Innovation.",English,Education,https://conhi.asu.edu/academic-innovation/teaching-learning-and-technology/instruction-design-podcast,Instruction By Design,1211383148
957,BS Radio!,http://is2.mzstatic.com/image/thumb/Music118/v4/4c/86/2c/4c862ce0-99aa-22a0-dbe6-9fb4ecea77d2/source/600x600bb.jpg,Podcast by BitterSweet Radio with Chan & Aaron,English,Comedy,http://soundcloud.com/user-660882818,BitterSweet Radio with Chan & Aaron,1328781068
958,Fast Talking,http://is3.mzstatic.com/image/thumb/Music71/v4/83/49/e2/8349e265-f01c-c37b-914b-34614a403cbf/source/600x600bb.jpg,The Fast Talking Podcast helps  you take your business to the next level by bringing together thought leaders from within and outside the auction industry.,English,Training | Education | Business News | Business,http://www.fasttalkingpodcast.com,Andy Imholte,581807510
959,Musashino Chapel Center,http://is4.mzstatic.com/image/thumb/Music118/v4/ca/93/fe/ca93fe3e-59b5-1a59-a492-ebcd644071d4/source/600x600bb.jpg,"These podcasts are the weekly messages presented by Pastor Ron Sisco
 during the Sunday morning services at Musashino Chapel Center.",English,Religion & Spirituality | Christianity,http://www.englishchurchtokyo.net/,Musashino Chapel Center,1330316125
960,DRAGONFLY RADIO,http://is4.mzstatic.com/image/thumb/Music111/v4/86/03/df/8603dfd5-414e-df35-d381-784769637527/source/600x600bb.jpg,"Dealing with a loss of a loved one can be overwhelming, often we are challenged with the day to day tasks and time sensitive paperwork that needs to be completed after a passing of a loved one. The grief process is a long journey of healing and acceptance. Dragonfly Advisory Services is here to assist.",English,Government & Organizations | Alternative Health | Self-Help | Health | Local,https://media.zencast.fm/dragonfly-radio,JOY WIRTA,1220668241
961,Pacific Exchanges,http://is4.mzstatic.com/image/thumb/Music71/v4/aa/5f/d7/aa5fd789-955e-bc89-506d-065191cf0392/source/600x600bb.jpg,"Pacific Exchanges is a new podcast from the Federal Reserve Bank of San Francisco. The show features interviews with experts from the world of economics and finance to explore developing trends in the Asia-Pacific.

The views expressed are not necessarily those of the Federal Reserve Bank of San Francisco or of the Federal Reserve System.",English,Government & Organizations,http://www.frbsf.org/banking/asia-program/,Federal Reserve Bank of San Francisco,1169757168
962,Top 40 Mixshow,http://is5.mzstatic.com/image/thumb/Music128/v4/13/1b/a0/131ba080-a6f2-f114-95cd-103ac505defc/source/600x600bb.jpg,"Top 40 Mixshow is a Mix of Pop Hits from Today, Yesterday & Tomorrow
Mixed by DJ Danny Cee
Twitter: @djdannycee1
Facebook: Facebook.com/Top40mixshow
website: www.top40mixshow.com",English,Music,http://www.spreaker.com/show/top-40-mixshow,DjdannyCee,1259258278
963,Milford Bible Church,http://is1.mzstatic.com/image/thumb/Music71/v4/44/9b/65/449b65a6-4bf2-2042-0806-ce44a61755d2/source/600x600bb.jpg,"Non-Denominational Church in Milford, Pa. Lead Pastor: Tim Dunn",English,Spirituality | Religion & Spirituality | Christianity | Kids & Family,http://milfordbiblechurch.org,Milford Bible Church,680258304
964,Fury's Fight Picks Podcast,http://is2.mzstatic.com/image/thumb/Music71/v4/b8/4c/1e/b84c1e2a-b7b1-7e66-e97f-ac494d80d089/source/600x600bb.jpg,"The proven best MMA predictions are on the Fury's Fight Picks Podcast! Join professional sports gambler Luca Fury for the most accurate breakdowns and picks in the business. Fury's analysis is backed by the proven best documented MMA betting track record on the net.

This podcast is powered by FurysFightPicks.com, the most popular and successful MMA betting advice website. Be sure to visit the site for more proven winning MMA picks and betting advice!",English,Professional | Sports & Recreation,http://mmaoddscast.blogspot.com/,Luca Fury,528128122
965,My Science Story,http://is5.mzstatic.com/image/thumb/Music118/v4/e4/b6/57/e4b65766-3ecf-9905-49e6-20e4d8593397/source/600x600bb.jpg,Podcast by Brandon Timm,English,Education,http://soundcloud.com/user-752646855,Brandon Timm,1271735993
966,A Rabbi Cross Examines The New Testament With Rabbi Michael Skobac,http://is3.mzstatic.com/image/thumb/Music127/v4/ec/5e/e5/ec5ee56f-722b-cf4e-c89e-f216fe204176/source/600x600bb.jpg,"New Testament With Rabbi Michael Skobac on TeNak Talk with Wil'liam Hall.  Each week Rabbi Skobac Cross Examines The New Testament verse by verse,",English,Religion & Spirituality | Judaism | Christianity | Kids & Family,http://tenaktalk.com,Dennis Humphrey,1093942004
967,May There Be A Return After Death,http://is2.mzstatic.com/image/thumb/Music71/v4/e4/b9/ad/e4b9ad8b-5f73-3df4-6015-50467d69f4b2/source/600x600bb.jpg,,English,Religion & Spirituality | Education | Islam,/en/audios/3181/,administrator,584480598
968,Grace Church of Napa Valley,http://is4.mzstatic.com/image/thumb/Music62/v4/c2/9d/fc/c29dfcf1-3d4a-07f2-084c-de7c0d0f20da/source/600x600bb.jpg,"Loving Jesus, Loving Others in the Beautiful Napa Valley.",English,Christianity | Religion & Spirituality,https://www.gracenapa.org,Grace Church of Napa Valley,1087462844
969,Life Transformations,http://is3.mzstatic.com/image/thumb/Music111/v4/20/ff/3f/20ff3f2f-bda6-139a-1ca0-025a857ebdd7/source/600x600bb.jpg,"Director of Ottawa, Canada's Elim Counselling Services and award-winning certified Christian psychotherapist Michael Hart helps people cope with and overcome life's challenges including relationships, mental health, spiritual oppression and more. ",English,Religion & Spirituality | Self-Help | Society & Culture | Christianity | Health,http://www.chri.ca/home/,CHRI Radio,1198685254
970,Voice Guided Smite,http://is5.mzstatic.com/image/thumb/Music117/v4/75/e5/06/75e506c5-525f-73c1-a842-08cc6d640a53/source/600x600bb.jpg,We're talkin' Smite Here! Get your Smite here!,English,Technology,http://soundcloud.com/voice-guided-smite,RidexOrxPie,1244181692
971,CollisionCast,http://is3.mzstatic.com/image/thumb/Music62/v4/2f/56/f8/2f56f8ac-5a61-23e0-2664-6cd621714e6e/source/600x600bb.jpg,"CollisionCast is the premier collision repair industry podcast, helping shop owners and operators improve their businesses with real-world solutions to common problems, delivered by leading industry experts and elite shop leaders.",English,Business | Management & Marketing,http://www.fenderbender.com/collisioncast,Jake Weyer,1069938484
972,NTR | Mangiare - Podcast,http://is5.mzstatic.com/image/thumb/Music62/v4/1b/16/e5/1b16e5f9-1d2f-7d41-df50-e7cd4b5272af/source/600x600bb.jpg,De meest recente afleveringen van Mangiare,Dutch,Health | Alternative Health,http://www.ntr.nl/mangiare,NTR,399782631
973,Riverview Christian Audio Podcast,http://is2.mzstatic.com/image/thumb/Music128/v4/e3/8f/2d/e38f2dcb-3ab8-4033-f563-ecfbebc68635/source/600x600bb.jpg,"The weekly podcast of Riverview Christian, led by Pastor John Letterman.",English,Religion & Spirituality | Health | Christianity,http://riverviewchristianministries.org,Riverview Christian,1278793654
974,NORTH.CHURCH Podcast with Pastor Rodney Fouts,http://is2.mzstatic.com/image/thumb/Music122/v4/52/4f/e2/524fe2af-12c1-1cdc-6e4b-79028f913464/source/600x600bb.jpg,NORTH.CHURCH,English,Religion & Spirituality | Christianity,http://northchurch.podomatic.com,NORTHchurch with Pastor Rodney Fouts,492751516
975,Locked on Pelicans,http://is1.mzstatic.com/image/thumb/Music128/v4/29/3b/61/293b6147-edbf-077c-89db-52290c681350/source/600x600bb.jpg,"Thoughts and commentary of Pelicans expert and insider Jake Madison. A daily deep dive into the New Orleans Pelicans, the NBA and all the happening around Anthony Davis and the team. #pelicans #nba",English,Sports & Recreation | Professional,https://cms.megaphone.fm/channel/PPY1935943696?selected=PPY9569838138,Locked on Pelicans,1128841871
976,Not Your Mom's Review Show,http://is5.mzstatic.com/image/thumb/Music117/v4/d3/88/61/d38861ec-3994-f350-20ac-aeb40f87103f/source/600x600bb.jpg,"Two trolloping heifers irreverently review movies, books, even TV show episodes or arcs (but mostly books). Join us for offbeat humor and research, sprinkled generously with profanity!",English,Society & Culture | Comedy | TV & Film,http://notyourmom.libsyn.com/website,Not Your Mom's Review Show,1234650170
977,Dizzy Channel: Original Friendship,http://is1.mzstatic.com/image/thumb/Music118/v4/00/01/91/00019128-3c19-6e9e-27db-c54e11226bce/source/600x600bb.jpg,Maia and Adair love Disney Channel Original Movies. They also love drinking and over explaining their opinions. Every other week they will be adding the two things your childhood entertainment was missing: whiskey and running commentary.,English,TV & Film,http://www.secretweaponproductions.com/dizzy/,Daniel Crary,1091461315
